Unique ID,Sample Date,Latitude (degree),Longitude (degree),Ocean,Region,Subregion,Country,State,Beach Location,Marine Setting,Ocean Bottom Depth (m),Water Sample Depth (m),Sediment Sample Depth (m),Sampling Method,Mesh Size (mm),Transect Number,Sampling Point on Beach,Volunteers Number,Collecting Time (min),Standardized Nurdle  Amount,Microplastics Measurement,Unit,Concentration Class Range,Concentration Class,Short Reference,Long Reference,DOI,Organization,Keywords,NCEI Accession Number,NCEI Accession Link,ObjectId,x,y
0276263-0000021,12/3/2019 6:00:00 AM,33.5053,-143.057217,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,1.582836,pieces/m3,1-10,High,Egger et al. 2021,"Egger, M., L. Quiros, G. Leone, F. Ferrari, C. M. Boerger, M. Tishler. 2021. Relative Abundance of Floating Plastic Debris and Neuston in the Eastern North Pacific Ocean. Frontiers in Marine Science 8, 626026. https://doi.org/10.3389/fmars.2021.626026",https://doi.org/10.3389/fmars.2021.626026,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276263,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276263,12761,-15925056.5507428,3962567.76199039
0276264-0000370,8/14/2015 5:00:00 AM,36.29165,-145.7333,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,1.602424,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12762,-16222956.7476234,4340826.52703172
0276264-0000173,7/28/2015 5:00:00 AM,29.008225,-136.2595,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,0.864578,pieces/m3,0.005-1,Medium,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12763,-15168338.1557461,3376692.93477529
0276264-0000568,9/10/2015 5:00:00 AM,33.08485,-133.2088,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,3.772227,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12764,-14828735.785183,3906571.80496054
0276264-0000475,8/13/2015 5:00:00 AM,34.20425,-154.36715,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,1.051438,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12766,-17184072.5332089,4056260.894883
0276264-0000371,8/16/2015 5:00:00 AM,34.1333,-137.1,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,3.616785,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12767,-15261902.1877578,4046715.034254
0276264-0000274,8/11/2015 5:00:00 AM,32.012067,-141.5035,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,7.860124,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12769,-15752097.565466,3764894.71265802
0276264-0000174,7/28/2015 5:00:00 AM,29.007052,-136.8455,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,0.983232,pieces/m3,0.005-1,Medium,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12770,-15233571.3773509,3376543.62712415
0276263-0000022,12/3/2019 6:00:00 AM,33.666667,-141.15,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,3.692508,pieces/m3,1-10,High,Egger et al. 2021,"Egger, M., L. Quiros, G. Leone, F. Ferrari, C. M. Boerger, M. Tishler. 2021. Relative Abundance of Floating Plastic Debris and Neuston in the Eastern North Pacific Ocean. Frontiers in Marine Science 8, 626026. https://doi.org/10.3389/fmars.2021.626026",https://doi.org/10.3389/fmars.2021.626026,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276263,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276263,12771,-15712746.1254706,3984130.8869549
0276264-0000569,9/10/2015 5:00:00 AM,33.07095,-133.2357,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,6.487523,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12772,-14831730.2794854,3904725.18026643
0276264-0000476,8/14/2015 5:00:00 AM,34.24515,-154.3473,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,1.387017,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12773,-17181862.8413166,4061767.37419206
0276264-0000275,8/11/2015 5:00:00 AM,32.009235,-141.5065,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,9.260515,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12775,-15752431.5239384,3764522.92545706
0276264-0000372,8/8/2015 5:00:00 AM,36.25525,-156.2503,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,6.58212,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12777,-17393703.8322962,4335800.45792712
0276264-0000570,9/10/2015 5:00:00 AM,33.0595,-133.27305,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,4.656397,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12778,-14835888.0624665,3903204.25889594
0276263-0000023,12/3/2019 6:00:00 AM,33.669,-141.131667,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,6.293373,pieces/m3,1-10,High,Egger et al. 2021,"Egger, M., L. Quiros, G. Leone, F. Ferrari, C. M. Boerger, M. Tishler. 2021. Relative Abundance of Floating Plastic Debris and Neuston in the Eastern North Pacific Ocean. Frontiers in Marine Science 8, 626026. https://doi.org/10.3389/fmars.2021.626026",https://doi.org/10.3389/fmars.2021.626026,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276263,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276263,12779,-15710705.3052459,3984442.936867
0276264-0000175,7/28/2015 5:00:00 AM,29.007302,-136.8435,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,0.89138,pieces/m3,0.005-1,Medium,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12780,-15233348.7383693,3376575.44873206
0276264-0000477,8/14/2015 5:00:00 AM,36.17985,-153.7338,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,0.563965,pieces/m3,0.005-1,Medium,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12781,-17113568.333715,4325396.75750136
0276264-0000276,8/12/2015 5:00:00 AM,32.00336,-140.348,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,4.092073,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12782,-15623467.8938544,3763751.68743856
0276264-0000373,8/8/2015 5:00:00 AM,36.25325,-156.18705,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,6.203604,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12784,-17386662.8745036,4335524.36817379
0276264-0000571,9/10/2015 5:00:00 AM,33.04615,-133.3114,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,2.053062,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12785,-14840157.1649384,3901431.20733219
0276264-0000176,7/29/2015 5:00:00 AM,29.00774,-137.451,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,0.918348,pieces/m3,0.005-1,Medium,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12786,-15300975.3290262,3376631.20037471
0276263-0000024,12/3/2019 6:00:00 AM,33.671833,-141.098667,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,7.704875,pieces/m3,1-10,High,Egger et al. 2021,"Egger, M., L. Quiros, G. Leone, F. Ferrari, C. M. Boerger, M. Tishler. 2021. Relative Abundance of Floating Plastic Debris and Neuston in the Eastern North Pacific Ocean. Frontiers in Marine Science 8, 626026. https://doi.org/10.3389/fmars.2021.626026",https://doi.org/10.3389/fmars.2021.626026,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276263,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276263,12787,-15707031.7620497,3984821.87555101
0276264-0000478,8/14/2015 5:00:00 AM,36.2547,-153.71465,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,1.0534,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12788,-17111436.5654663,4335724.53254041
0276264-0000374,8/8/2015 5:00:00 AM,36.83315,-153.35705,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,3.118782,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12790,-17071628.7155586,4415875.49634227
0276264-0000277,8/12/2015 5:00:00 AM,32.000367,-140.351,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,8.765483,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12791,-15623801.8523267,3763358.80169403
0276264-0000572,9/11/2015 5:00:00 AM,33.0328,-133.35875,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,1.79035,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12792,-14845428.1428275,3899658.42450702
0276264-0000177,7/29/2015 5:00:00 AM,29.008008,-137.4495,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,0.795394,pieces/m3,0.005-1,Medium,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12794,-15300808.3497901,3376665.31336849
0276264-0000479,8/14/2015 5:00:00 AM,36.32075,-153.6895,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,1.100274,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12795,-17108636.8802728,4344846.30752579
0276264-0000278,8/12/2015 5:00:00 AM,31.992393,-139.8385,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,5.058694,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12796,-15566750.6132952,3762312.13160147
0276264-0000375,8/9/2015 5:00:00 AM,36.8386,-153.28865,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,2.736727,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12797,-17064014.4623883,4416633.52291635
0276264-0000178,7/29/2015 5:00:00 AM,29.000943,-138.032,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,0.857739,pieces/m3,0.005-1,Medium,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12799,-15365651.9531771,3375766.05823666
0276263-0000025,12/3/2019 6:00:00 AM,33.89755,-140.53365,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,27.723083,pieces/m3,>=10,Very High,Egger et al. 2021,"Egger, M., L. Quiros, G. Leone, F. Ferrari, C. M. Boerger, M. Tishler. 2021. Relative Abundance of Floating Plastic Debris and Neuston in the Eastern North Pacific Ocean. Frontiers in Marine Science 8, 626026. https://doi.org/10.3389/fmars.2021.626026",https://doi.org/10.3389/fmars.2021.626026,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276263,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276263,12801,-15644134.3573201,4015053.7759797
0276264-0000573,9/11/2015 5:00:00 AM,33.02275,-133.41515,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,0.585087,pieces/m3,0.005-1,Medium,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12802,-14851706.5621082,3898324.0348579
0276264-0000480,8/14/2015 5:00:00 AM,36.3728,-153.6528,Pacific Ocean,,,,,,Ocean water,,0,,Manta net,0.333,,,,,,1.550254,pieces/m3,1-10,High,Egger et al. 2020,"Egger, M., R. Nijhof, L. Quiros, G. Leone, S-J. Royer, A. C. McWhirter, G. A. Kantakov, V. I. Radchenko, E. A. Pakhomov, B. P. V. Hunt, L. Lebreton. 2020. A spatially variable scarcity of floating microplastics in the eastern North Pacific Ocean. Environmental Research Letters 15, 114056. https://doi.org/10.1088/1748-9326/abbb4f",https://doi.org/10.1088/1748-9326/abbb4f,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276264,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276264,12803,-17104551.4549607,4352040.07248313
